id,name,state,lat,lng,population,population_growth_pct,median_weekly_household_income,median_weekly_rent,overseas_born_pct,family_households_pct,culture_1_country,culture_1_pct,culture_2_country,culture_2_pct,culture_3_country,culture_3_pct,culture_4_country,culture_4_pct,train_pct,tram_pct,bus_pct,car_pct,bicycle_pct,walked_pct,worked_from_home_pct,primary_school_drive_time,hospital_drive_time,gp_clinic_drive_time,childcare_drive_time,cluster_id,cluster_label,similar_suburbs,census_year
vic-st-andrews-beach,St Andrews Beach,VIC,-38.419486356999954,144.83162888717118,974,9.6,1931,360,18.8,73.5,Australia,81.2,England,3.6,New Zealand,1.5,Canada,0.8,0.6,0.0,0.0,54.2,0.8,0.0,26.9,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Langwarrin; Sunbury; Tecoma,2021
vic-st-helena,St Helena,VIC,-37.689862577999946,145.12315330865073,2890,-1.1,2256,163,21.2,78.9,Australia,78.8,England,3.5,Italy,1.7,China,1.3,1.6,0.0,0.2,50.3,0.0,0.3,28.2,2–4 min,10–30 min,2–4 min,0–2 min,8,Lower-rent + Predominantly Australian-born,Arthurs Creek; Tynong North; Maryknoll,2021
vic-st-kilda,St Kilda,VIC,-37.86399218899996,144.9815084228044,19490,-3.7,1779,381,45.0,39.1,Australia,55.0,England,5.5,New Zealand,3.2,Ireland,2.5,1.6,6.3,0.9,26.3,2.1,5.0,40.3,2–4 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,South Yarra; Parkville; North Melbourne,2021
vic-st-kilda-east,St Kilda East,VIC,-37.867931459999966,145.00443004829248,12571,-4.0,2020,396,35.4,50.5,Australia,64.6,England,3.9,India,2.3,New Zealand,2.2,1.9,2.9,0.4,31.8,1.8,3.6,40.7,0–2 min,2–4 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Balaclava; St Kilda West; Elwood,2021
vic-st-kilda-west,St Kilda West,VIC,-37.85843833349995,144.97160772696182,2951,-6.7,1983,385,35.4,46.7,Australia,64.6,England,5.3,India,4.7,New Zealand,3.3,0.5,5.7,0.2,26.0,3.3,2.9,46.2,2–4 min,4–10 min,0–2 min,2–4 min,4,Share / non-family households + Culturally diverse,St Kilda East; Balaclava; Windsor,2021
vic-steels-creek,Steels Creek,VIC,-37.58106863449996,145.37957934130918,276,22.7,2083,509,26.1,88.4,Australia,73.9,England,6.2,Germany,2.2,United States,1.4,0.0,0.0,0.0,45.3,0.0,0.0,29.2,4–10 min,10–30 min,4–10 min,4–10 min,9,Higher-income + Family-oriented,Cranbourne South; Aspendale Gardens; Croydon Hills,2021
vic-strathewen,Strathewen,VIC,-37.53640835349995,145.27211160616577,198,11.2,2094,351,23.7,74.1,Australia,76.3,New Zealand,3.0,Italy,2.0,England,1.5,0.0,0.0,0.0,47.3,0.0,0.0,28.0,4–10 min,30–90 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Main Ridge; Upper Ferntree Gully; Kallista,2021
vic-strathmore,Strathmore,VIC,-37.730170603999966,144.92067963320216,8980,6.7,2506,450,21.6,78.8,Australia,78.4,Italy,2.1,England,1.9,India,1.8,1.7,0.2,0.1,44.9,0.4,1.1,33.9,2–4 min,10–30 min,2–4 min,0–2 min,9,Higher-income + Family-oriented,Aberfeldie; Eltham; Aspendale,2021
vic-strathmore-heights,Strathmore Heights,VIC,-37.714157122499955,144.89955419063222,1047,4.3,1975,448,21.8,80.3,Australia,78.2,India,3.1,Greece,1.5,Italy,1.5,1.4,0.0,0.0,48.0,0.6,0.6,32.8,2–4 min,4–10 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Arthurs Seat; Chirnside Park; Balnarring,2021
vic-strathtulloh,Strathtulloh,VIC,-37.73163607599997,144.5973016079967,3997,,2188,380,52.1,87.8,Australia,47.9,India,21.0,Philippines,7.7,New Zealand,3.1,3.3,0.0,0.0,58.4,0.1,0.6,20.9,4–10 min,10–30 min,4–10 min,4–10 min,0,Culturally diverse + Family-oriented,Derrimut; Clyde North; Manor Lakes,2021
vic-sunbury,Sunbury,VIC,-37.55334933299994,144.71340632151404,38851,7.7,1925,361,20.8,75.8,Australia,79.2,England,3.4,India,1.7,New Zealand,1.7,1.6,0.0,0.3,55.8,0.1,0.9,21.7,2–4 min,4–10 min,4–10 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Langwarrin; Kallista; St Andrews Beach,2021
vic-sunshine,Sunshine,VIC,-37.789708417999975,144.83559211959414,9445,-3.3,1566,340,54.2,66.8,Australia,45.8,Vietnam,13.5,India,4.7,Nepal,3.7,5.4,0.0,2.3,44.9,0.5,1.5,24.1,0–2 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Ardeer; Jacana; Laverton,2021
vic-sunshine-north,Sunshine North,VIC,-37.76280939999995,144.83642610736,12047,3.0,1399,341,60.5,72.4,Australia,39.5,Vietnam,27.7,Malta,3.5,India,2.7,2.2,0.0,1.2,58.1,0.4,1.2,15.8,2–4 min,4–10 min,2–4 min,2–4 min,3,Culturally diverse + More affordable incomes,Sunshine West; Dandenong North; Deer Park,2021
vic-sunshine-west,Sunshine West,VIC,-37.799206322999964,144.80511616870007,18552,-0.2,1416,346,57.0,74.1,Australia,43.0,Vietnam,13.8,India,2.9,Malta,2.8,2.2,0.0,1.1,57.0,0.5,0.7,17.9,2–4 min,10–30 min,0–2 min,0–2 min,3,Culturally diverse + More affordable incomes,Dandenong North; Noble Park North; Deer Park,2021
vic-surrey-hills,Surrey Hills,VIC,-37.825229760999946,145.10026938004518,13655,0.4,2503,462,29.1,74.0,Australia,70.9,China,6.0,England,3.6,Malaysia,2.1,3.0,0.7,0.2,32.1,0.4,2.0,44.6,2–4 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Kew East; Spotswood; Williamstown,2021
vic-sydenham,Sydenham,VIC,-37.696151608499974,144.76307080494882,10578,-2.4,1813,369,46.6,77.4,Australia,53.4,India,9.9,Philippines,3.4,Vietnam,2.1,4.1,0.0,0.4,54.1,0.1,0.9,20.4,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Wyndham Vale; Cranbourne West; Burnside,2021
vic-tarneit,Tarneit,VIC,-37.836325819999956,144.65951581498706,56370,63.1,2103,380,62.5,86.4,Australia,37.5,India,28.8,New Zealand,3.6,Philippines,3.4,3.0,0.0,0.7,53.6,0.1,0.6,21.5,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Truganina; Lynbrook; Donnybrook,2021
vic-tarrawarra,Tarrawarra,VIC,-37.65672672799997,145.44111690468497,81,3.8,2700,96,30.9,73.9,Australia,69.1,England,7.4,Germany,3.7,Malaysia,3.7,0.0,0.0,0.0,32.1,0.0,0.0,39.3,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,St Helena; Maryknoll; Tynong North,2021
vic-taylors-hill,Taylors Hill,VIC,-37.71522632249997,144.75323630657772,15419,3.3,2374,420,38.6,90.4,Australia,61.4,India,6.4,Vietnam,3.1,Philippines,2.5,1.7,0.0,0.1,54.9,0.1,0.3,24.2,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Greenvale; Fraser Rise; Narre Warren South,2021
vic-taylors-lakes,Taylors Lakes,VIC,-37.696644049999946,144.78191924202696,15174,-2.2,2164,411,35.7,85.2,Australia,64.3,India,3.2,Italy,2.9,North Macedonia,2.3,1.5,0.0,0.1,57.3,0.0,0.4,22.3,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Officer; Rowville; Berwick,2021
vic-tecoma,Tecoma,VIC,-37.90683186949997,145.3437074555144,2064,-0.9,2022,348,19.8,73.1,Australia,80.2,England,5.9,New Zealand,1.5,Germany,1.4,1.9,0.0,0.4,47.1,0.3,1.0,29.6,2–4 min,4–10 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Kallista; St Andrews Beach; Strathewen,2021
vic-templestowe,Templestowe,VIC,-37.75627861949994,145.14490352095947,16966,2.1,2163,513,45.5,81.9,Australia,54.5,China,10.6,Malaysia,2.9,Italy,2.7,0.1,0.0,2.0,47.8,0.2,0.5,33.0,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Vermont South; Balwyn North; Heatherton,2021
vic-templestowe-lower,Templestowe Lower,VIC,-37.76419052799994,145.11409358580275,14098,5.0,1920,475,42.7,78.8,Australia,57.3,China,8.4,Greece,3.7,Malaysia,3.1,0.2,0.0,2.5,45.7,0.2,0.6,33.3,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Heatherton; Vermont South; Donvale,2021
vic-the-basin,The Basin,VIC,-37.855913560999966,145.3226447585878,4497,1.8,2019,365,20.4,78.6,Australia,79.6,England,5.0,Germany,2.0,New Zealand,1.2,0.7,0.0,0.3,55.8,0.3,1.3,22.2,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Cockatoo; Gembrook; Tooradin,2021
vic-the-patch,The Patch,VIC,-37.891134962999956,145.40128604219268,1046,-1.8,2092,415,19.9,84.9,Australia,80.1,England,4.9,New Zealand,2.0,Germany,1.2,0.0,0.0,0.0,43.1,0.0,2.0,35.9,2–4 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Doreen; Sassafras; Pearcedale,2021
vic-thomastown,Thomastown,VIC,-37.68321289949998,145.0067200387465,20234,-1.4,1225,350,56.4,72.6,Australia,43.6,India,6.2,Italy,5.9,North Macedonia,5.5,3.6,0.0,0.7,59.3,0.4,1.0,14.4,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Broadmeadows; Lalor; Sunshine West,2021
vic-thornbury,Thornbury,VIC,-37.75856819699996,145.00501575705937,19005,2.4,1971,391,29.5,58.9,Australia,70.5,Greece,4.2,England,2.9,Italy,2.9,1.9,2.1,0.6,30.0,3.4,1.9,42.0,0–2 min,4–10 min,0–2 min,0–2 min,6,Share / non-family households + More affordable incomes,Fairfield; Moonee Ponds; Heidelberg,2021
vic-thornhill-park,Thornhill Park,VIC,-37.724153819499946,144.6348023075644,3066,,2005,380,52.6,83.2,Australia,47.4,India,14.4,Philippines,7.6,New Zealand,3.0,2.2,0.0,0.0,60.7,0.0,0.0,18.4,4–10 min,10–30 min,4–10 min,4–10 min,0,Culturally diverse + Family-oriented,Wollert; Cranbourne North; Cranbourne East,2021
vic-three-bridges,Three Bridges,VIC,-37.853362237499965,145.67986965831602,188,-5.5,1449,230,18.1,79.7,Australia,81.9,England,6.4,,,,,0.0,0.0,0.0,50.0,0.0,0.0,22.0,4–10 min,30–90 min,10–30 min,10–30 min,8,Lower-rent + Predominantly Australian-born,Catani; Heath Hill; Cora Lynn,2021
vic-tonimbuk,Tonimbuk,VIC,-38.01607190499996,145.72261324624833,229,10.1,2024,260,14.0,87.8,Australia,86.0,England,3.1,Poland,1.3,,,0.0,0.0,0.0,54.6,0.0,0.0,17.6,4–10 min,10–30 min,10–30 min,10–30 min,8,Lower-rent + Predominantly Australian-born,Cottles Bridge; Gruyere; Hmas Cerberus,2021
vic-toolern-vale,Toolern Vale,VIC,-37.602453364999974,144.59067660449756,818,13.0,1908,385,19.2,81.5,Australia,80.8,England,2.9,Malta,2.2,New Zealand,1.0,0.8,0.0,0.0,53.2,0.0,2.0,22.5,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Cardinia; Coldstream; Chum Creek,2021
vic-tooradin,Tooradin,VIC,-38.198678393999955,145.3854469577273,1722,9.8,1954,350,19.2,80.3,Australia,80.8,England,3.8,New Zealand,1.3,Philippines,0.6,0.0,0.0,0.0,63.7,0.0,1.8,14.3,4–10 min,4–10 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Chum Creek; Gembrook; Cockatoo,2021
vic-toorak,Toorak,VIC,-37.841002431999954,145.0180710122863,12817,-0.7,2533,486,37.2,59.6,Australia,62.8,China,5.0,England,3.4,New Zealand,2.0,2.1,2.1,0.1,33.6,1.4,2.9,43.0,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Port Melbourne; Kew; Northcote,2021
vic-tootgarook,Tootgarook,VIC,-38.377596722999954,144.85016765380465,3178,10.8,1294,360,21.4,66.9,Australia,78.6,England,3.7,Italy,2.3,New Zealand,1.3,0.2,0.0,0.2,57.4,0.3,1.0,17.5,4–10 min,4–10 min,4–10 min,2–4 min,1,More affordable incomes + Lower-rent,Rye; Dromana; Rosebud,2021
vic-tottenham,Tottenham,VIC,-37.80546419449996,144.85386650100997,3,0.0,449,150,100.0,,,,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0–2 min,10–30 min,2–4 min,0–2 min,,,,2021
vic-travancore,Travancore,VIC,-37.78200833499997,144.9361740295399,2116,-14.7,1692,351,48.8,49.2,Australia,51.2,India,7.5,China,3.7,Malaysia,2.4,2.2,8.6,0.2,26.0,1.7,2.3,39.2,2–4 min,4–10 min,2–4 min,0–2 min,4,Share / non-family households + Culturally diverse,Footscray; North Melbourne; Caulfield East,2021
vic-tremont,Tremont,VIC,-37.87846851099994,145.31475829915655,69,-10.4,2187,401,29.0,79.2,Australia,71.0,United States,7.2,England,5.8,,,0.0,0.0,0.0,21.9,0.0,0.0,40.6,2–4 min,4–10 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Heathmont; Croydon North; Keilor,2021
vic-truganina,Truganina,VIC,-37.80192624549994,144.7149791060184,36305,75.5,2126,390,63.7,85.7,Australia,36.3,India,26.6,Philippines,3.8,New Zealand,3.3,2.7,0.0,0.4,52.9,0.2,0.4,23.8,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Tarneit; Lynbrook; Donnybrook,2021
vic-tuerong,Tuerong,VIC,-38.29757384549998,145.09122152788638,357,0.8,2291,295,23.8,85.8,Australia,76.2,England,6.2,Germany,1.4,India,1.1,0.0,0.0,0.0,42.7,0.0,5.1,30.3,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Dewhurst; Gruyere; Merricks North,2021
vic-tullamarine,Tullamarine,VIC,-37.70228720399996,144.87971410371028,6733,1.9,1404,355,39.1,63.8,Australia,60.9,Italy,3.3,India,3.2,Lebanon,1.8,0.5,0.4,0.9,58.1,0.4,1.4,18.4,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Reservoir; Hadfield; Bayswater,2021
vic-tyabb,Tyabb,VIC,-38.266219348999954,145.18987549266632,3449,3.3,1858,383,17.3,77.4,Australia,82.7,England,6.4,Scotland,1.2,New Zealand,1.2,0.3,0.0,0.5,60.2,0.3,1.7,17.2,2–4 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Yarra Glen; Cardinia; Somerville,2021
vic-tynong,Tynong,VIC,-38.09414388999994,145.62286322415238,523,14.7,1976,311,20.7,78.7,Australia,79.3,England,4.6,New Zealand,1.1,Zimbabwe,0.8,1.1,0.0,0.0,57.0,0.0,1.1,22.6,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Bend Of Islands; Yuroke; Lang Lang,2021
vic-tynong-north,Tynong North,VIC,-38.028601825499976,145.63784351276087,440,1.4,2339,235,18.2,81.0,Australia,81.8,England,5.0,New Zealand,0.7,,,0.0,0.0,0.0,52.9,0.0,4.5,26.5,4–10 min,10–30 min,10–30 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Merricks North; Arthurs Creek; Cottles Bridge,2021
vic-upper-ferntree-gully,Upper Ferntree Gully,VIC,-37.89896463699995,145.31002208261356,3417,0.0,2039,369,22.8,74.9,Australia,77.2,England,5.0,New Zealand,1.3,Germany,1.0,2.0,0.0,0.8,50.8,0.0,1.2,25.9,2–4 min,4–10 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Strathewen; Kallista; Sunbury,2021
vic-upwey,Upwey,VIC,-37.90492040299995,145.3259078033232,6818,2.5,2171,390,19.3,80.4,Australia,80.7,England,5.2,New Zealand,1.5,Netherlands,0.9,1.3,0.0,0.2,49.9,0.1,1.2,28.0,2–4 min,4–10 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Emerald; Belgrave Heights; Belgrave,2021
vic-vermont,Vermont,VIC,-37.838654049999946,145.19966814569943,10993,5.3,2042,426,39.6,78.6,Australia,60.4,China,10.1,India,4.5,Malaysia,2.7,1.6,0.1,0.6,44.3,0.2,1.0,34.1,0–2 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Donvale; Scoresby; Berwick,2021
vic-vermont-south,Vermont South,VIC,-37.855266307999955,145.18770516608922,11954,2.4,1944,496,48.7,81.3,Australia,51.3,China,14.2,Malaysia,4.2,India,3.4,1.3,0.4,0.6,46.6,0.1,0.6,32.5,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Wheelers Hill; Mount Waverley; Templestowe Lower,2021
vic-vervale,Vervale,VIC,-38.138181387999964,145.66164814596746,44,12.8,1375,300,6.8,55.6,Australia,93.2,Italy,9.1,,,,,0.0,0.0,0.0,40.9,0.0,0.0,0.0,4–10 min,10–30 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,Rythdale; Millgrove; Junction Village,2021
vic-viewbank,Viewbank,VIC,-37.74055370099995,145.09190719351966,7030,1.5,2062,451,32.4,80.4,Australia,67.6,China,6.4,India,3.0,England,2.6,1.7,0.0,0.3,44.4,0.3,0.5,34.7,2–4 min,10–30 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Dingley Village; Seaholme; Fingal,2021
vic-wandin-east,Wandin East,VIC,-37.813102876499954,145.45541997867298,408,-5.3,2250,316,18.4,78.4,Australia,81.6,Italy,5.6,England,2.5,France,1.0,0.0,0.0,0.0,47.2,0.0,6.8,23.4,2–4 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Macclesfield; Caldermeade; Tynong,2021
vic-wandin-north,Wandin North,VIC,-37.77974434449996,145.42685454094857,3132,2.7,1969,368,14.6,81.4,Australia,85.4,England,4.5,Netherlands,1.2,New Zealand,1.0,0.5,0.0,0.0,58.8,0.0,2.1,18.6,2–4 min,10–30 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Seville East; Coldstream; Mount Evelyn,2021
vic-wantirna,Wantirna,VIC,-37.85342475899995,145.22505140761598,14237,3.0,1886,428,42.7,81.1,Australia,57.3,China,9.5,India,4.3,Malaysia,3.5,1.1,0.1,0.7,51.8,0.3,1.0,27.9,2–4 min,2–4 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Scoresby; Vermont; Wantirna South,2021
vic-wantirna-south,Wantirna South,VIC,-37.87088185399995,145.22116129835206,20754,7.7,1915,441,48.5,77.8,Australia,51.5,China,10.7,Malaysia,5.4,India,4.7,0.9,0.0,0.7,50.9,0.2,0.8,29.6,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Mulgrave; Oakleigh South; Wheelers Hill,2021
vic-warburton,Warburton,VIC,-37.734670499999936,145.6969275923165,2020,0.4,1147,290,32.2,59.9,Australia,67.8,England,5.7,New Zealand,2.4,Netherlands,1.1,0.0,0.0,0.5,54.1,0.5,2.0,23.6,4–10 min,30–90 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,Frankston North; Melton; Heidelberg West,2021
vic-warneet,Warneet,VIC,-38.22884096399994,145.32194060843017,565,5.4,1544,336,19.3,68.3,Australia,80.7,England,6.4,New Zealand,2.8,Philippines,0.7,0.0,0.0,0.0,69.9,0.0,0.0,13.7,4–10 min,10–30 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,Healesville; Crib Point; Baxter,2021
vic-warrandyte,Warrandyte,VIC,-37.751061636999935,145.21040486172316,5541,0.7,2742,492,22.6,85.4,Australia,77.4,England,4.3,China,2.4,Italy,1.1,0.3,0.0,0.7,45.9,0.2,1.2,34.7,4–10 min,10–30 min,4–10 min,2–4 min,9,Higher-income + Family-oriented,North Warrandyte; Eltham North; Wonga Park,2021
vic-warrandyte-south,Warrandyte South,VIC,-37.75851836199996,145.2453238245889,671,0.0,3181,500,21.2,91.7,Australia,78.8,England,4.3,China,2.2,Italy,1.8,0.0,0.0,0.0,50.6,0.0,2.8,27.4,2–4 min,10–30 min,2–4 min,2–4 min,9,Higher-income + Family-oriented,Eltham North; Wonga Park; North Warrandyte,2021
vic-warranwood,Warranwood,VIC,-37.77269002299997,145.25071629382623,4820,0.3,2852,423,19.6,87.9,Australia,80.4,England,3.9,China,1.5,South Africa,1.1,0.6,0.0,0.1,45.9,0.3,0.8,33.3,2–4 min,4–10 min,2–4 min,0–2 min,9,Higher-income + Family-oriented,Research; Lysterfield; Kangaroo Ground,2021
vic-waterways,Waterways,VIC,-38.01570117499995,145.1297363079654,2422,-1.6,3013,623,45.6,92.5,Australia,54.4,China,6.4,India,5.6,Vietnam,4.8,1.4,0.0,0.2,51.4,0.4,0.0,30.1,2–4 min,10–30 min,2–4 min,2–4 min,9,Higher-income + Family-oriented,Lysterfield South; Sandhurst; Park Orchards,2021
vic-watsonia,Watsonia,VIC,-37.71000387999996,145.08199014176395,5352,2.6,1883,385,24.6,69.5,Australia,75.4,China,2.2,England,2.0,India,1.9,4.3,0.0,0.4,45.4,0.4,1.2,30.2,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Macleod; Nangana; Ringwood East,2021
vic-watsonia-north,Watsonia North,VIC,-37.69551616049998,145.08649889675655,3799,-0.4,2069,401,24.1,80.8,Australia,75.9,China,2.5,Italy,2.3,England,1.9,1.9,0.0,0.5,47.7,0.2,0.8,29.2,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Skye; Keilor; Croydon North,2021
vic-watsons-creek,Watsons Creek,VIC,-37.66146668799996,145.265843706805,58,13.7,3750,542,12.1,57.1,Australia,87.9,England,8.6,,,,,0.0,0.0,0.0,61.3,0.0,0.0,25.8,4–10 min,10–30 min,4–10 min,4–10 min,5,Higher-income + Higher-rent,Kooyong; Cremorne; Clifton Hill,2021
vic-wattle-glen,Wattle Glen,VIC,-37.67096837699995,145.18796643851405,1911,-2.5,2425,420,16.1,85.4,Australia,83.9,England,4.8,Scotland,0.8,New Zealand,0.6,1.3,0.0,0.4,52.9,0.4,1.6,24.3,2–4 min,10–30 min,2–4 min,2–4 min,9,Higher-income + Family-oriented,Diamond Creek; Kilsyth South; Belgrave South,2021
vic-weir-views,Weir Views,VIC,-37.73082727549996,144.5699262299256,4348,,1780,352,46.9,85.0,Australia,53.1,India,11.2,New Zealand,4.6,Philippines,2.9,2.7,0.0,0.2,61.9,0.0,0.3,15.4,4–10 min,10–30 min,4–10 min,2–4 min,0,Culturally diverse + Family-oriented,Cranbourne West; Wyndham Vale; Cranbourne North,2021
vic-werribee,Werribee,VIC,-37.907809164999975,144.64207938335272,50027,24.0,1645,330,40.5,72.7,Australia,59.5,India,7.3,New Zealand,2.7,England,2.3,2.3,0.0,0.5,55.0,0.2,0.8,20.6,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Altona Meadows; Cranbourne; Hoppers Crossing,2021
vic-werribee-south,Werribee South,VIC,-37.93355667299997,144.70155325182125,2392,35.3,1601,350,32.9,66.1,Australia,67.1,England,3.1,Italy,2.4,Greece,2.2,0.5,0.0,0.5,52.7,0.0,5.4,20.7,4–10 min,4–10 min,4–10 min,4–10 min,6,Share / non-family households + More affordable incomes,Boronia; Croydon; Carrum Downs,2021
vic-wesburn,Wesburn,VIC,-37.766723335999956,145.63532409201918,1052,3.2,1548,350,16.6,77.2,Australia,83.4,England,4.7,New Zealand,1.0,Netherlands,0.6,0.0,0.0,1.9,61.6,0.0,1.2,15.6,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Whittlesea; Woori Yallock; Bittern,2021
vic-west-footscray,West Footscray,VIC,-37.80155431199995,144.87024016072706,11729,2.4,1989,351,38.8,63.0,Australia,61.2,Vietnam,6.1,India,3.7,England,2.2,3.3,0.1,1.2,34.7,1.8,1.8,37.6,2–4 min,4–10 min,0–2 min,0–2 min,6,Share / non-family households + More affordable incomes,Murrumbeena; Brooklyn; Preston,2021
vic-west-melbourne,West Melbourne,VIC,-37.81078189699997,144.92035842766822,8025,45.5,1788,388,58.4,47.7,Australia,41.6,China,10.6,India,6.9,Malaysia,3.2,5.1,5.9,0.7,16.3,2.4,11.6,38.4,2–4 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,North Melbourne; Southbank; Glen Huntly,2021
vic-westmeadows,Westmeadows,VIC,-37.675916350999955,144.89503059962402,6502,11.2,1564,360,33.9,72.2,Australia,66.1,Italy,3.1,England,1.9,Turkey,1.5,1.6,0.0,0.4,59.0,0.2,0.7,19.9,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Altona Meadows; Pakenham; Boronia,2021
vic-wheelers-hill,Wheelers Hill,VIC,-37.907325344999975,145.18288928021263,20652,4.6,1818,481,50.4,78.6,Australia,49.6,China,11.8,India,4.1,Malaysia,3.8,1.0,0.0,0.6,48.6,0.2,0.6,31.9,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Doncaster East; Vermont South; Wantirna South,2021
vic-whittlesea,Whittlesea,VIC,-37.46736274799994,145.12045749425187,6117,9.0,1628,347,16.0,74.3,Australia,84.0,England,2.9,Italy,1.2,New Zealand,0.8,0.8,0.0,0.2,61.6,0.0,1.9,16.1,2–4 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Woori Yallock; Wesburn; Bittern,2021
vic-wildwood,Wildwood,VIC,-37.56473430199995,144.80077889015718,244,13.0,1765,550,33.2,80.6,Australia,66.8,Italy,2.5,Lebanon,1.2,Turkey,1.2,0.0,0.0,0.0,57.6,0.0,4.7,12.9,4–10 min,10–30 min,4–10 min,4–10 min,0,Culturally diverse + Family-oriented,Templestowe Lower; Heatherton; Vermont South,2021
vic-williams-landing,Williams Landing,VIC,-37.863147776999966,144.74437022301962,9448,42.2,2582,420,63.4,82.9,Australia,36.6,India,21.5,China,6.6,New Zealand,3.5,4.1,0.0,0.4,41.3,0.1,0.7,34.6,4–10 min,4–10 min,0–2 min,2–4 min,0,Culturally diverse + Family-oriented,Point Cook; Lyndhurst; Lynbrook,2021
vic-williamstown,Williamstown,VIC,-37.86098885399997,144.88862484239993,14407,3.1,2411,450,25.9,72.8,Australia,74.1,England,5.3,New Zealand,1.7,Italy,0.9,2.4,0.0,0.2,34.7,0.9,2.8,42.2,0–2 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Spotswood; Essendon West; Surrey Hills,2021
vic-williamstown-north,Williamstown North,VIC,-37.85288545499995,144.86778459813985,1622,1.8,2166,400,29.0,62.8,Australia,71.0,England,5.1,New Zealand,2.6,India,2.2,2.1,0.0,0.3,38.8,1.6,1.6,35.5,0–2 min,4–10 min,4–10 min,0–2 min,6,Share / non-family households + More affordable incomes,Essendon; Moonee Ponds; South Kingsville,2021
vic-windsor,Windsor,VIC,-37.85471531899998,144.99281957545247,7273,-0.1,2022,411,37.9,43.1,Australia,62.1,England,5.0,Greece,3.1,New Zealand,3.1,3.3,3.4,0.2,24.4,2.2,6.2,43.8,2–4 min,2–4 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Prahran; St Kilda West; South Yarra,2021
