id,name,state,lat,lng,population,population_growth_pct,median_weekly_household_income,median_weekly_rent,overseas_born_pct,family_households_pct,culture_1_country,culture_1_pct,culture_2_country,culture_2_pct,culture_3_country,culture_3_pct,culture_4_country,culture_4_pct,train_pct,tram_pct,bus_pct,car_pct,bicycle_pct,walked_pct,worked_from_home_pct,primary_school_drive_time,hospital_drive_time,gp_clinic_drive_time,childcare_drive_time,cluster_id,cluster_label,similar_suburbs,census_year
vic-bunyip,Bunyip,VIC,-38.10205666899995,145.7202834376385,3131,26.9,1927,320,15.3,79.2,Australia,84.7,England,3.4,New Zealand,1.0,Germany,0.4,0.5,0.0,0.4,60.3,0.0,1.2,17.1,4–10 min,10–30 min,2–4 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Launching Place; Koo Wee Rup; Tooradin,2021
vic-bunyip-north,Bunyip North,VIC,-38.06232492399994,145.7244731110244,95,-15.2,1624,414,23.2,82.8,Australia,76.8,England,6.3,,,,,0.0,0.0,0.0,51.1,0.0,0.0,15.6,4–10 min,10–30 min,10–30 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Garfield North; Yan Yean; Devon Meadows,2021
vic-burnley,Burnley,VIC,-37.82975629699996,145.0164649304976,794,3.3,2423,440,24.7,52.1,Australia,75.3,England,4.7,New Zealand,1.6,Greece,1.1,5.7,1.8,0.0,26.6,3.1,2.2,41.5,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Fitzroy North; Princes Hill; East Melbourne,2021
vic-burnside,Burnside,VIC,-37.750201792999974,144.7496633490095,5800,22.1,1871,400,50.9,80.9,Australia,49.1,Philippines,6.2,India,5.0,Vietnam,4.7,1.1,0.0,0.9,58.0,0.1,0.3,18.7,2–4 min,10–30 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Cranbourne East; Mulgrave; Cranbourne North,2021
vic-burnside-heights,Burnside Heights,VIC,-37.73294720249996,144.7560933667765,6377,5.0,2246,411,51.0,93.2,Australia,49.0,India,10.9,Vietnam,6.0,Philippines,4.6,1.4,0.0,0.5,54.8,0.1,0.5,23.2,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Derrimut; Aintree; Clyde North,2021
vic-burwood,Burwood,VIC,-37.84857385699996,145.1144634097466,15147,0.9,1684,411,51.3,63.0,Australia,48.7,China,13.4,India,6.2,Sri Lanka,3.2,1.2,1.9,1.6,41.7,0.2,1.8,31.1,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Maidstone; Forest Hill; Box Hill North,2021
vic-burwood-east,Burwood East,VIC,-37.853910439999964,145.14752978043884,10675,3.9,1610,439,54.7,72.3,Australia,45.3,China,16.2,India,5.0,Greece,3.8,1.1,1.3,1.2,45.8,0.2,0.9,30.6,2–4 min,2–4 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Doncaster; Clarinda; Fawkner,2021
vic-cairnlea,Cairnlea,VIC,-37.75870843499996,144.787032595886,10038,3.9,2062,400,54.7,87.1,Australia,45.3,Vietnam,21.0,Philippines,4.5,India,2.6,2.0,0.0,0.3,57.9,0.0,0.6,19.0,2–4 min,4–10 min,0–2 min,0–2 min,0,Culturally diverse + Family-oriented,Kalkallo; Wollert; Clyde North,2021
vic-caldermeade,Caldermeade,VIC,-38.24807388199994,145.5221543609441,181,-1.1,2111,269,19.3,77.2,Australia,80.7,Poland,2.2,England,1.7,Germany,1.7,0.0,0.0,0.0,60.8,0.0,4.1,19.6,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Macclesfield; Bend Of Islands; Tynong,2021
vic-camberwell,Camberwell,VIC,-37.83558133899996,145.07452658581047,21965,-0.5,2457,486,34.2,73.0,Australia,65.8,China,7.0,England,3.3,India,2.0,2.7,1.1,0.1,32.6,0.7,2.1,43.9,2–4 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Kew; Kew East; Surrey Hills,2021
vic-campbellfield,Campbellfield,VIC,-37.66626451099995,144.96139210746549,4977,-1.6,1110,320,54.0,71.1,Australia,46.0,Iraq,10.1,Lebanon,8.6,Italy,5.1,2.1,0.0,0.6,62.2,0.6,1.6,11.6,2–4 min,10–30 min,4–10 min,0–2 min,3,Culturally diverse + More affordable incomes,Coolaroo; Dallas; Broadmeadows,2021
vic-cannons-creek,Cannons Creek,VIC,-38.22152336199997,145.29571617902218,650,0.5,1607,313,19.8,72.8,Australia,80.2,England,4.5,New Zealand,1.7,India,0.9,0.0,0.0,0.0,68.0,0.0,0.0,13.7,4–10 min,10–30 min,4–10 min,4–10 min,1,More affordable incomes + Lower-rent,Badger Creek; Warneet; Crib Point,2021
vic-canterbury,Canterbury,VIC,-37.82438744549995,145.07716204274692,7800,-3.2,2877,515,34.4,77.3,Australia,65.6,China,10.4,England,3.3,India,1.7,2.8,0.6,0.1,34.8,0.8,2.0,43.2,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Hampton; Newport; Kew East,2021
vic-cape-schanck,Cape Schanck,VIC,-38.46684883899994,144.90505933376824,569,27.6,2189,359,27.6,81.2,Australia,72.4,England,5.1,New Zealand,2.6,South Africa,1.8,0.0,0.0,0.0,45.8,0.0,1.1,33.7,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Attwood; Yallambie; Tremont,2021
vic-capel-sound,Capel Sound,VIC,-38.37078708899995,144.87531364380234,5246,,950,350,26.3,54.3,Australia,73.7,England,5.9,Italy,1.6,New Zealand,0.9,0.0,0.0,0.2,61.3,0.6,1.8,12.1,2–4 min,4–10 min,2–4 min,2–4 min,1,More affordable incomes + Lower-rent,Junction Village; Frankston North; Rosebud,2021
vic-cardinia,Cardinia,VIC,-38.14533861649994,145.42370716399722,342,-9.0,1875,390,17.3,80.5,Australia,82.7,New Zealand,2.9,England,0.9,Netherlands,0.9,2.1,0.0,0.0,47.6,0.0,4.2,24.1,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Toolern Vale; Yarra Glen; Coldstream,2021
vic-carlton,Carlton,VIC,-37.80003332199996,144.96928967034205,16055,-13.4,1292,365,60.9,36.4,Australia,39.1,China,14.0,India,5.0,Malaysia,3.9,2.2,8.0,1.0,14.4,3.3,13.3,35.8,2–4 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Melbourne; West Melbourne; North Melbourne,2021
vic-carlton-north,Carlton North,VIC,-37.78576841749995,144.9681837253877,6177,-2.0,2400,552,25.8,55.4,Australia,74.2,England,3.8,New Zealand,2.4,Italy,1.8,0.3,5.1,0.6,19.5,6.3,5.5,46.8,0–2 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Port Melbourne; Fitzroy North; Portsea,2021
vic-carnegie,Carnegie,VIC,-37.893576824499945,145.05535368569386,17909,3.0,1878,395,46.3,58.7,Australia,53.7,India,9.2,China,6.2,England,2.3,5.0,0.5,0.7,34.3,0.7,1.9,39.7,2–4 min,4–10 min,2–4 min,0–2 min,4,Share / non-family households + Culturally diverse,Glen Huntly; Footscray; South Melbourne,2021
vic-caroline-springs,Caroline Springs,VIC,-37.73191781199998,144.73833955482633,24488,1.2,2134,400,44.5,83.7,Australia,55.5,India,6.2,Philippines,4.8,Vietnam,3.0,1.0,0.0,0.5,52.8,0.1,0.6,24.0,2–4 min,10–30 min,2–4 min,2–4 min,0,Culturally diverse + Family-oriented,Clyde; Narre Warren South; Deanside,2021
vic-carrum,Carrum,VIC,-38.07703239049994,145.1276207136895,4239,6.5,1732,406,25.4,64.1,Australia,74.6,England,5.1,New Zealand,1.7,India,0.9,2.8,0.0,0.1,51.7,0.0,0.9,26.9,2–4 min,10–30 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Airport West; Bonbeach; Chelsea,2021
vic-carrum-downs,Carrum Downs,VIC,-38.09713565349995,145.17610738959962,21976,6.1,1658,370,29.0,70.1,Australia,71.0,England,3.6,India,2.8,New Zealand,2.7,0.5,0.0,0.7,65.0,0.2,0.9,14.5,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Bayswater North; Boronia; Croydon,2021
vic-catani,Catani,VIC,-38.19254237249996,145.64878554501638,297,1.0,1520,210,14.1,81.0,Australia,85.9,England,2.0,New Zealand,1.7,Malaysia,1.3,0.0,0.0,0.0,63.8,0.0,5.9,19.7,4–10 min,10–30 min,10–30 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Three Bridges; Heath Hill; Cora Lynn,2021
vic-caulfield,Caulfield,VIC,-37.88400877699996,145.0259401096015,5748,2.7,2143,475,44.2,68.3,Australia,55.8,South Africa,5.7,China,2.5,India,2.3,1.9,1.6,0.0,37.0,0.8,1.5,40.6,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Hughesdale; Moorabbin; Box Hill South,2021
vic-caulfield-east,Caulfield East,VIC,-37.881196248499975,145.04209038765734,1293,-18.4,1682,320,42.2,49.0,Australia,57.8,China,6.0,India,4.1,England,2.6,6.7,0.0,1.6,31.7,0.0,3.0,36.2,2–4 min,4–10 min,0–2 min,0–2 min,4,Share / non-family households + Culturally diverse,Flemington; Travancore; Footscray,2021
vic-caulfield-north,Caulfield North,VIC,-37.87078846199995,145.02182268957023,16903,10.7,2205,422,40.6,62.4,Australia,59.4,China,4.8,South Africa,3.8,India,2.8,2.5,1.5,0.4,35.7,0.8,2.1,40.9,2–4 min,4–10 min,0–2 min,0–2 min,6,Share / non-family households + More affordable incomes,Ormond; Murrumbeena; Brooklyn,2021
vic-caulfield-south,Caulfield South,VIC,-37.89460316199995,145.02495963073346,12328,4.0,2365,496,40.0,72.7,Australia,60.0,South Africa,5.7,England,3.0,China,2.4,1.9,0.9,0.2,37.7,0.8,1.3,40.8,2–4 min,4–10 min,2–4 min,0–2 min,5,Higher-income + Higher-rent,Deepdene; Bentleigh; Camberwell,2021
vic-chadstone,Chadstone,VIC,-37.88296466699995,145.09953718492585,9552,10.5,1991,421,52.0,68.3,Australia,48.0,China,8.2,India,5.8,Sri Lanka,4.0,2.8,0.0,1.0,43.5,0.6,0.8,33.1,2–4 min,4–10 min,2–4 min,2–4 min,6,Share / non-family households + More affordable incomes,Oakleigh East; Box Hill North; Maribyrnong,2021
vic-chelsea,Chelsea,VIC,-38.04956526449993,145.1216150250001,8347,7.4,1683,375,28.4,61.0,Australia,71.6,England,4.8,New Zealand,1.9,India,1.4,1.2,0.2,0.4,47.5,0.5,1.3,31.4,2–4 min,10–30 min,2–4 min,2–4 min,6,Share / non-family households + More affordable incomes,Bonbeach; Carrum; Airport West,2021
vic-chelsea-heights,Chelsea Heights,VIC,-38.04023948999995,145.13360502891067,5393,1.1,1867,412,28.5,74.8,Australia,71.5,England,4.7,India,2.3,New Zealand,1.5,0.7,0.0,0.3,54.9,0.2,0.4,24.4,2–4 min,10–30 min,2–4 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Diggers Rest; Keilor East; Croydon South,2021
vic-cheltenham,Cheltenham,VIC,-37.96189036499996,145.05634985166205,23992,7.6,1919,430,33.5,68.5,Australia,66.5,England,4.0,China,3.1,India,2.7,2.1,0.0,0.7,42.2,0.6,2.1,34.4,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Coburg North; Coburg; Hampton East,2021
vic-chirnside-park,Chirnside Park,VIC,-37.74230772299995,145.31364255857883,11779,19.3,2084,443,24.7,80.7,Australia,75.3,England,4.1,China,2.0,India,1.7,0.7,0.0,0.4,55.8,0.1,0.7,22.3,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Strathmore Heights; Skye; Croydon North,2021
vic-christmas-hills,Christmas Hills,VIC,-37.65833123549996,145.30697303947875,365,2.8,2285,353,18.6,77.8,Australia,81.4,England,4.9,China,1.9,Malta,1.4,0.0,0.0,0.0,59.8,0.0,0.0,20.6,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Moorooduc; Silvan; St Andrews,2021
vic-chum-creek,Chum Creek,VIC,-37.606654372499946,145.49185047575514,981,-0.2,1902,361,18.6,81.3,Australia,81.4,England,5.8,New Zealand,1.5,Netherlands,1.3,0.0,0.0,0.0,57.6,0.0,1.2,20.1,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Coldstream; Tooradin; Seville East,2021
vic-clarinda,Clarinda,VIC,-37.94195611249995,145.10307604681947,7441,-0.5,1589,394,55.5,76.4,Australia,44.5,India,10.1,Greece,6.9,Vietnam,3.2,1.9,0.0,0.9,53.6,0.4,1.0,22.8,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Hallam; Delahey; Noble Park North,2021
vic-clayton,Clayton,VIC,-37.91507429799998,145.13126798499297,18988,-1.9,1494,400,72.8,53.5,Australia,27.2,India,16.4,China,14.7,Sri Lanka,3.6,4.5,0.1,3.3,41.5,0.8,5.7,19.9,2–4 min,4–10 min,0–2 min,0–2 min,3,Culturally diverse + More affordable incomes,Box Hill; Notting Hill; Dandenong,2021
vic-clayton-south,Clayton South,VIC,-37.943731929999956,145.1279714461432,13381,5.8,1630,381,67.0,69.8,Australia,33.0,India,14.9,China,8.2,Greece,5.3,4.4,0.1,1.0,51.3,0.4,1.1,21.1,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Springvale; Noble Park; Sunshine North,2021
vic-clematis,Clematis,VIC,-37.93036778549995,145.42026371775486,352,0.6,2288,372,15.1,83.5,Australia,84.9,New Zealand,2.3,England,1.4,Sri Lanka,1.4,0.0,0.0,0.0,59.0,0.0,0.0,20.2,2–4 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,Seville; Moorooduc; Panton Hill,2021
vic-clifton-hill,Clifton Hill,VIC,-37.78970134499994,144.99814472300832,6606,4.2,2755,550,24.0,63.2,Australia,76.0,England,4.3,New Zealand,2.5,United States,1.5,2.9,1.0,0.7,23.0,5.4,3.3,49.0,2–4 min,4–10 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Middle Park; Portsea; Albert Park,2021
vic-clyde,Clyde,VIC,-38.15157967399995,145.3567805987011,11177,428.0,2152,401,47.2,85.2,Australia,52.8,India,15.8,Sri Lanka,4.7,Philippines,3.3,1.2,0.0,0.3,63.0,0.0,0.5,15.7,2–4 min,4–10 min,4–10 min,2–4 min,0,Culturally diverse + Family-oriented,Caroline Springs; Deanside; Narre Warren South,2021
vic-clyde-north,Clyde North,VIC,-38.100032563999946,145.36020941295646,31681,288.4,2163,410,54.0,87.8,Australia,46.0,India,18.2,Sri Lanka,7.9,Philippines,2.9,1.4,0.0,0.3,62.2,0.1,0.4,18.6,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Donnybrook; Cairnlea; Derrimut,2021
vic-cobblebank,Cobblebank,VIC,-37.707658587499964,144.60071163608274,3601,,1920,370,53.8,86.3,Australia,46.2,India,24.8,Philippines,4.6,New Zealand,3.3,2.7,0.0,0.0,61.6,0.0,0.3,16.2,4–10 min,10–30 min,4–10 min,0–2 min,0,Culturally diverse + Family-oriented,Wollert; Craigieburn; Thornhill Park,2021
vic-coburg,Coburg,VIC,-37.74502582299996,144.96403182477843,26574,1.5,2065,430,32.9,65.8,Australia,67.1,Italy,4.4,Greece,2.6,England,2.4,2.1,3.0,0.6,31.2,3.1,2.0,38.0,0–2 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Highett; Mordialloc; Blackburn,2021
vic-coburg-north,Coburg North,VIC,-37.72701359799996,144.96761429954796,8327,9.6,1981,401,36.1,68.6,Australia,63.9,Italy,4.9,England,2.5,China,2.1,2.5,1.5,0.3,36.5,2.4,1.0,36.9,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Pascoe Vale; Blackburn; Mitcham,2021
vic-cockatoo,Cockatoo,VIC,-37.92640688099996,145.50356882782302,4408,3.6,1991,370,20.8,79.6,Australia,79.2,England,4.1,New Zealand,1.3,Netherlands,0.5,0.0,0.0,0.0,60.3,0.0,1.0,18.7,4–10 min,10–30 min,4–10 min,2–4 min,2,Predominantly Australian-born + Family-oriented,The Basin; Gembrook; Tooradin,2021
vic-coldstream,Coldstream,VIC,-37.70333085899995,145.337017683842,2199,1.6,1913,371,16.7,81.0,Australia,83.3,England,4.7,New Zealand,0.9,Scotland,0.8,0.3,0.0,0.3,59.0,0.0,2.2,18.5,2–4 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Seville East; Chum Creek; Wandin North,2021
vic-collingwood,Collingwood,VIC,-37.80191499399996,144.98820336779175,9179,7.8,2130,425,41.6,46.6,Australia,58.4,England,4.3,New Zealand,3.6,Vietnam,3.1,1.2,4.2,0.8,18.9,3.9,8.9,48.0,2–4 min,4–10 min,0–2 min,2–4 min,4,Share / non-family households + Culturally diverse,Abbotsford; South Melbourne; Prahran,2021
vic-coolaroo,Coolaroo,VIC,-37.65485981449996,144.9356472117688,3193,0.1,1025,335,53.3,72.4,Australia,46.7,Iraq,7.8,Turkey,5.5,Lebanon,3.6,6.2,0.0,1.1,59.7,0.0,1.0,11.6,0–2 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Campbellfield; Dallas; Broadmeadows,2021
vic-cora-lynn,Cora Lynn,VIC,-38.14151141949995,145.62028452084206,220,-9.5,1724,250,17.7,80.8,Australia,82.3,Italy,2.7,Ireland,1.4,,,0.0,0.0,0.0,50.0,0.0,4.7,25.5,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Don Valley; Iona; Gladysdale,2021
vic-cottles-bridge,Cottles Bridge,VIC,-37.606984859999955,145.21985823243006,609,1.3,2170,260,17.9,84.0,Australia,82.1,England,6.2,New Zealand,1.5,Netherlands,1.0,0.0,0.0,0.0,47.8,0.0,1.9,28.0,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Arthurs Creek; Tynong North; Tonimbuk,2021
vic-craigieburn,Craigieburn,VIC,-37.581416210999976,144.9258485872515,65178,29.5,1798,380,52.9,84.2,Australia,47.1,India,13.5,Iraq,9.5,Sri Lanka,2.7,2.1,0.0,0.6,60.4,0.1,0.6,16.7,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Endeavour Hills; Cobblebank; Cranbourne East,2021
vic-cranbourne,Cranbourne,VIC,-38.11305628049996,145.2708257797966,21281,5.9,1477,342,40.9,72.0,Australia,59.1,India,7.2,Afghanistan,2.9,New Zealand,2.8,1.7,0.0,0.8,64.0,0.1,0.9,12.0,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Altona Meadows; Werribee; Hadfield,2021
vic-cranbourne-east,Cranbourne East,VIC,-38.113092363999954,145.30429953040232,24679,52.4,1912,400,50.3,84.0,Australia,49.7,India,16.6,Philippines,3.9,Afghanistan,3.9,1.6,0.0,0.6,62.7,0.1,0.5,14.4,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Cranbourne North; Burnside; Mickleham,2021
vic-cranbourne-north,Cranbourne North,VIC,-38.077569742499975,145.29870981974028,24683,22.7,1941,385,48.4,84.4,Australia,51.6,India,10.9,Afghanistan,5.5,Sri Lanka,5.3,1.4,0.0,0.4,62.4,0.1,0.6,17.0,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Cranbourne East; Mickleham; Cranbourne West,2021
vic-cranbourne-south,Cranbourne South,VIC,-38.147252298999945,145.23575565641872,3241,93.6,2278,470,27.3,84.3,Australia,72.7,India,4.2,England,3.3,Philippines,1.8,0.5,0.0,0.2,61.7,0.0,0.4,18.3,2–4 min,4–10 min,4–10 min,2–4 min,9,Higher-income + Family-oriented,Ringwood North; Aspendale Gardens; Eltham,2021
vic-cranbourne-west,Cranbourne West,VIC,-38.10057569999995,145.25106403212519,19969,32.8,1856,375,45.9,82.7,Australia,54.1,India,12.5,Afghanistan,3.7,New Zealand,3.1,1.2,0.0,0.4,65.3,0.1,0.5,13.6,2–4 min,4–10 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Cranbourne North; Weir Views; Cranbourne East,2021
vic-cremorne,Cremorne,VIC,-37.82945098999997,144.99261130249533,2158,6.9,2959,550,29.1,52.3,Australia,70.9,England,5.2,New Zealand,4.3,United States,1.1,5.4,1.5,0.4,22.0,2.1,8.1,49.2,2–4 min,4–10 min,2–4 min,2–4 min,5,Higher-income + Higher-rent,Clifton Hill; Carlton North; Albert Park,2021
vic-crib-point,Crib Point,VIC,-38.35652642299996,145.2028382777222,3343,5.0,1447,340,17.1,70.0,Australia,82.9,England,5.4,New Zealand,1.3,Scotland,0.6,0.2,0.0,0.3,65.5,0.6,0.6,10.8,2–4 min,10–30 min,4–10 min,2–4 min,1,More affordable incomes + Lower-rent,Healesville; Warneet; Baxter,2021
vic-croydon,Croydon,VIC,-37.79131636699995,145.28204905796335,28608,6.2,1615,380,28.9,67.2,Australia,71.1,England,4.3,China,2.7,Myanmar,2.7,1.6,0.0,0.7,51.2,0.3,1.2,26.5,2–4 min,4–10 min,2–4 min,0–2 min,6,Share / non-family households + More affordable incomes,Boronia; Carrum Downs; Bayswater North,2021
vic-croydon-hills,Croydon Hills,VIC,-37.774370022499966,145.2687621353806,4839,-3.1,2437,491,20.1,86.7,Australia,79.9,China,3.8,England,3.4,South Africa,1.1,0.8,0.0,0.1,50.9,0.2,0.7,29.0,2–4 min,4–10 min,4–10 min,0–2 min,9,Higher-income + Family-oriented,Oaklands Junction; Belgrave South; Red Hill,2021
vic-croydon-north,Croydon North,VIC,-37.773724904999966,145.28439773651763,8092,3.0,2156,410,23.2,79.8,Australia,76.8,England,4.4,China,3.1,India,1.3,0.8,0.0,0.4,51.4,0.3,0.6,28.1,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Belgrave; Watsonia North; Sassafras,2021
vic-croydon-south,Croydon South,VIC,-37.81564285799993,145.27914171138096,4759,4.1,1876,410,23.2,76.1,Australia,76.8,England,3.6,China,2.8,India,2.4,1.6,0.0,0.6,53.6,0.3,0.6,25.6,2–4 min,4–10 min,2–4 min,0–2 min,2,Predominantly Australian-born + Family-oriented,Somers; Olinda; Mooroolbark,2021
vic-dallas,Dallas,VIC,-37.67256500999997,144.9365619843777,6762,-0.7,1088,323,54.3,75.4,Australia,45.7,Turkey,11.9,Iraq,4.8,Lebanon,4.6,3.4,0.0,0.7,62.0,0.5,1.5,10.1,0–2 min,4–10 min,0–2 min,0–2 min,3,Culturally diverse + More affordable incomes,Coolaroo; Campbellfield; Thomastown,2021
vic-dalmore,Dalmore,VIC,-38.18787325099996,145.4174267243895,142,-12.9,1792,300,30.3,72.1,Australia,69.7,Italy,4.2,England,2.1,,,0.0,0.0,0.0,48.7,0.0,3.8,24.4,4–10 min,10–30 min,4–10 min,4–10 min,6,Share / non-family households + More affordable incomes,Pakenham; Bayswater North; Carrum Downs,2021
vic-dandenong,Dandenong,VIC,-37.98574686199996,145.21225316221825,30127,0.7,1267,319,69.1,65.2,Australia,30.9,Afghanistan,11.5,India,9.5,Sri Lanka,5.4,2.7,0.0,3.0,61.1,0.4,1.7,10.8,2–4 min,4–10 min,0–2 min,0–2 min,3,Culturally diverse + More affordable incomes,Doveton; Noble Park; St Albans,2021
vic-dandenong-north,Dandenong North,VIC,-37.95500636199995,145.21498529948937,22550,0.4,1436,341,56.6,75.0,Australia,43.4,India,6.4,Sri Lanka,6.4,Afghanistan,3.6,1.0,0.0,1.4,62.2,0.1,0.5,16.0,2–4 min,4–10 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Sunshine West; Noble Park North; Deer Park,2021
vic-dandenong-south,Dandenong South,VIC,-38.03030588599998,145.2156589010005,125,-21.9,821,245,48.8,24.0,Australia,51.2,New Zealand,4.8,England,4.0,Scotland,4.0,0.0,0.0,4.7,60.9,0.0,10.9,14.1,4–10 min,10–30 min,4–10 min,0–2 min,4,Share / non-family households + Culturally diverse,Laverton North; Carlton; Flemington,2021
vic-deanside,Deanside,VIC,-37.73477812549996,144.68894635536344,654,,2210,401,50.9,84.2,Australia,49.1,India,12.7,Philippines,6.4,Iraq,2.9,0.0,0.0,1.8,51.5,0.0,0.9,23.4,4–10 min,10–30 min,4–10 min,2–4 min,0,Culturally diverse + Family-oriented,Clyde; Derrimut; Strathtulloh,2021
vic-deepdene,Deepdene,VIC,-37.811397563999975,145.06612173817973,2101,3.2,2243,501,39.7,72.1,Australia,60.3,China,15.3,England,2.5,Malaysia,2.5,1.4,1.7,0.0,37.0,0.3,2.6,39.2,0–2 min,2–4 min,0–2 min,0–2 min,5,Higher-income + Higher-rent,Bentleigh; Caulfield South; Mont Albert North,2021
vic-deer-park,Deer Park,VIC,-37.76720484349997,144.76656951868188,18145,0.1,1456,350,57.6,76.0,Australia,42.4,Vietnam,10.0,India,4.5,Philippines,4.1,2.5,0.0,0.7,60.3,0.1,0.7,15.6,2–4 min,10–30 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Dandenong North; Noble Park North; Sunshine West,2021
vic-delahey,Delahey,VIC,-37.71892461899995,144.77679438199613,8077,-3.1,1486,350,52.9,76.9,Australia,47.1,Vietnam,8.9,Philippines,5.0,India,3.6,2.4,0.0,0.5,61.3,0.3,0.2,14.5,2–4 min,10–30 min,2–4 min,0–2 min,3,Culturally diverse + More affordable incomes,Noble Park North; Dandenong North; Lalor,2021
vic-derrimut,Derrimut,VIC,-37.79816197799994,144.77100415128663,8651,4.6,2272,400,52.4,88.3,Australia,47.6,Vietnam,10.0,Philippines,7.3,India,5.9,1.9,0.1,0.4,58.4,0.2,0.5,20.2,2–4 min,10–30 min,2–4 min,0–2 min,0,Culturally diverse + Family-oriented,Strathtulloh; Clyde North; Donnybrook,2021
vic-devon-meadows,Devon Meadows,VIC,-38.17030554699997,145.30836452883682,1551,0.2,1790,392,25.2,80.3,Australia,74.8,England,2.9,China,1.2,India,1.2,0.5,0.0,0.0,58.3,0.8,3.4,16.8,4–10 min,4–10 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Garfield North; Croydon South; Mooroolbark,2021
vic-dewhurst,Dewhurst,VIC,-37.97614587449996,145.47405774647734,151,-7.9,2349,300,23.8,87.5,Australia,76.2,England,4.6,Germany,3.3,Ireland,2.6,0.0,0.0,0.0,42.3,0.0,0.0,38.5,4–10 min,10–30 min,4–10 min,4–10 min,8,Lower-rent + Predominantly Australian-born,Tuerong; Gruyere; Smiths Gully,2021
vic-diamond-creek,Diamond Creek,VIC,-37.661444967999955,145.15483621695415,12503,6.6,2508,430,16.8,84.4,Australia,83.2,England,3.8,New Zealand,0.8,Italy,0.7,1.4,0.0,0.2,51.6,0.1,0.9,27.1,2–4 min,10–30 min,2–4 min,2–4 min,9,Higher-income + Family-oriented,Wattle Glen; Belgrave South; Kilsyth South,2021
vic-diggers-rest,Diggers Rest,VIC,-37.61386981999996,144.6820466263644,5669,105.2,1991,397,29.2,76.7,Australia,70.8,India,6.8,Philippines,2.5,England,1.7,3.3,0.0,0.0,55.3,0.0,0.2,22.5,4–10 min,10–30 min,4–10 min,4–10 min,2,Predominantly Australian-born + Family-oriented,Keilor East; Chelsea Heights; Keilor,2021
